"account_id","account_name","avg_wau_last_12_weeks","customer_since_date","health_summary_flag","opportunity_id","pred_point","projects_created_last_12_weeks","renewal_week","stage_name","total_active_arr","weeks_as_customer","weeks_to_renewal","weeks_with_preds_last_12_weeks"
"001F000001rxsf8IAA","NTT DATA CORPORATION","4.583","2017-02-06","Green","0060Z00000sZbEeQAK","2019-10-21","96","2020-06-29","7-Closed Won","150200.0","141","36","11"
"0012A00002BOowxQAD","InfoLegale","1.500","2017-06-01","Not Flagged this week","0062A00000rUazGQAS","2018-04-23","35","2018-12-31","7-Closed Won","","47","36","4"
"0012A00002GQR7xQAH","WEST JAPAN RAILWAY COMPANY","0.916","2017-11-06","Green","0060Z00000pSO8mQAG","2019-02-25","57","2019-11-04","7-Closed Won","","68","36","0"
"0012A00002IKSFbQAP","JCB CO., LTD.","1.000","2019-07-29","Green","0060Z00000sZSyYQAW","2019-11-18","26","2020-07-27","7-Closed Won","46500.0","16","36","10"
"001F000001jXrO1IAK","Daimler Trucks North America LLC","1.583","2018-03-01","Not Flagged this week","0062A00000rnTNPQA2","2018-06-18","19","2019-02-25","7-Closed Won","","16","36","8"
"0012A0000204TxBQAU","Target Corporation","1.083","2017-01-20","Green","0060Z00000oujKlQAI","2019-05-20","11","2020-01-27","7-Closed Won","","122","36","2"
"0012A000026c4QsQAI","MoneyMe Financial Group Pty Ltd","0.833","2017-11-03","Not Flagged this week","0062A00000pnfr3QAA","2018-02-26","34","2018-11-05","7-Closed Won","","17","36","6"
"0010Z000026luSYQAY","Hi-Life International Co. Ltd","3.500","2020-01-30","Green","0063q00000xodIpAAI","2020-05-18","113","2021-01-25","8-Closed Lost","74899.5","16","36","9"
"0012A000029ykU9QAI","LOYALTY MARKETING, INC.","1.000","2018-06-27","Green","0060Z00000lfU29QAE","2018-10-15","15","2019-06-24","7-Closed Won","","16","36","0"
"001F000001jWbU3IAK","Adobe, Inc.","3.083","2016-11-16","Green","0060Z00000qKm2gQAC","2019-03-04","17021","2019-11-11","7-Closed Won","","120","36","12"
"0012A00002GQuK4QAL","UNIVERSITY OF TOKYO","0.500","2018-12-27","Green","0063q00000xq70aAAA","2019-04-15","9","2019-12-23","7-Closed Won","","16","36","2"
"0012A000023rnyXQAQ","Old Mutual Life Assurance Company (South Africa) Limited","4.333","2018-10-31","Green","0060Z00000qKloGQAS","2019-04-08","124","2019-12-16","8-Closed Lost","","23","36","12"
"0012A00002GmcJVQAZ","ONO PHARMACEUTICAL CO., LTD.","1.500","2018-06-28","Green","0060Z00000lfTzvQAE","2018-10-15","54","2019-06-24","7-Closed Won","","16","36","5"
"0012A000029yeLjQAI","United Educators","0.416","2017-10-31","Not Flagged this week","0062A00000rUb03QAC","2018-02-19","10","2018-10-29","7-Closed Won","","16","36","0"
"0012A00002BvtDMQAZ","MISUMI GROUP INC.","2.500","2018-04-06","Green","0060Z00000riBqgQAE","2019-08-12","76","2020-04-20","7-Closed Won","72000.0","71","36","12"
"0010Z00002Bjm68QAB","Hokkaido Gas Co,.Ltd.","1.083","2019-10-01","Green","0060Z00000sZxjfQAC","2020-01-20","51","2020-09-28","7-Closed Won","46500.0","16","36","3"
"001F000001lY60cIAC","PANASONIC CORPORATION","0.000","2016-09-26","Green","0060Z00000oga2WQAQ","2019-01-21","0","2019-09-30","7-Closed Won","","121","36","0"
"001F000001gRQwWIAW","SIGMAXYZ INC.","7.833","2016-06-13","Green","0060Z00000nLYGtQAO","2018-10-01","367","2019-06-10","7-Closed Won","","120","36","12"
"0012A000022CFvXQAW","Progressive Leasing, LLC","4.916","2017-04-28","None","0062A00000oGBrVQAW","2017-08-14","239","2018-04-23","7-Closed Won","","16","36","12"
"001F000001nwBWtIAM","transcosmos inc.","14.250","2017-02-01","Green","0063q00000xpfhZAAQ","2019-05-20","548","2020-01-27","7-Closed Won","","120","36","12"
"0012A00002DmefLQAR","HomeLight, Inc.","1.166","2017-09-30","Grey","0060Z00000nLYYqQAO","2020-01-20","0","2020-09-28","7-Closed Won","36000.0","121","36","12"
"0010Z00001wptlBQAQ","NATIONAL CENTER FOR GLOBAL HEALTH AND MEDICINE","0.750","2019-03-29","Green","0060Z00000ri9QZQAY","2019-07-15","31","2020-03-23","8-Closed Lost","60000.0","16","36","2"
"0012A000029z6u0QAA","Shell Plc","0.416","2018-10-23","Green","0060Z00000pRjrYQAS","2019-02-11","44","2019-10-21","8-Closed Lost","","16","36","2"
"0012A000027qwyIQAQ","ONE Prediction A/S","2.000","2017-08-31","Green","0060Z00000nLXf9QAG","2018-12-17","232","2019-08-26","7-Closed Won","","68","36","12"
"0012A00002Gm9FpQAJ","METAWATER CO.,LTD.","0.666","2018-05-21","Red","0060Z00000r0OtBQAU","2019-07-22","35","2020-03-30","7-Closed Won","48000.0","61","36","4"
"0012A00002Bvm1TQAR","American College of Cardiology","0.750","2017-09-05","Yellow","0060Z00000pxrFoQAI","2019-04-22","17","2019-12-30","7-Closed Won","","85","36","1"
"0012A000029z93cQAA","Icon Media Direct","1.500","2018-10-31","Green","0060Z00000wXlluQAC","2020-02-17","24","2020-10-26","7-Closed Won","52000.0","68","36","7"
"001F000001rxsf8IAA","NTT DATA CORPORATION","0.416","2017-02-06","Green","0060Z00000lOVGYQA4","2018-10-15","6","2019-06-24","7-Closed Won","","88","36","0"
"0012A00002GNdy0QAD","Reckitt Benckiser","1.500","2018-11-22","Green","0060Z00000qKkqZQAS","2019-03-11","185","2019-11-18","7-Closed Won","","16","36","12"
"0012A00002BPiyRQAT","TRANSCOSMOS ANALYTICS INC.","21.083","2017-05-22","Green","0060Z00000lfBfXQAU","2018-09-10","634","2019-05-20","7-Closed Won","","68","36","12"
"0012A00002Ad0krQAB","KOBAYASHI PHARMACEUTICAL CO., LTD.","0.500","2017-11-06","Yellow","0063q00000vt6zkAAA","2020-02-24","19","2020-11-02","7-Closed Won","85971.6","120","36","2"
"0012A00002IrzL7QAJ","Quint Group Ltd","1.916","2018-12-31","Green","0060Z00000qKmEOQA0","2019-04-22","77","2019-12-30","7-Closed Won","","16","36","11"
"0010Z00001wpmRPQAY","Inside Response LLC","1.500","2018-09-30","Green","0060Z00000ojaLUQAY","2019-01-21","32","2019-09-30","8-Closed Lost","","17","36","8"
"0012A000026c4QsQAI","MoneyMe Financial Group Pty Ltd","1.083","2017-11-03","Green","0060Z00000oxBi1QAE","2019-02-25","0","2019-11-04","8-Closed Lost","","69","36","12"
"001F000001jXe1cIAC","CorVel Corporation","0.250","2017-07-31","Not Flagged this week","0060Z00000nB4VYQA0","2018-11-19","0","2019-07-29","7-Closed Won","","68","36","0"
"0012A00002Dmqt4QAB","NITORI HOLDINGS CO.,LTD.","0.000","2019-12-02","Green","0063q00000vtjk7AAA","2020-03-23","0","2020-11-30","7-Closed Won","133200.0","16","36","0"
"001F000001RZ5YPIA1","Maestro Consulting Services, LLC.","1.000","2017-01-27","Not Flagged this week","0060Z00000ouj0TQAQ","2018-11-12","0","2019-07-22","7-Closed Won","","94","36","12"
"0010Z000023tiMxQAI","Aeon Credit services Malaysia","0.250","2019-02-01","Green","0063q00000vt9G1AAI","2019-05-20","2","2020-01-27","7-Closed Won","","16","36","0"
"0012A00002IKXyCQAX","GPShopper, LLC","0.000","2018-02-20","None","0062A00000rn4tzQAA","2018-06-11","0","2019-02-18","8-Closed Lost","","16","36","0"
"0012A00002DmOwHQAV","JINS INC.","0.250","2018-01-31","Green","0062A00000qkQuNQAU","2018-05-21","7","2019-01-28","7-Closed Won","","16","36","1"
"0012A000027rqmeQAA","VIDEO RESEARCH LTD.","0.500","2017-07-20","Yellow","0060Z00000sZBRqQAO","2019-11-11","3","2020-07-20","8-Closed Lost","46500.0","121","36","2"
"0012A00002IrrJIQAZ","ALPS ALPINE CO., LTD.","1.000","2019-01-07","Yellow","0063q00000xoPOnAAM","2020-04-27","81","2021-01-04","7-Closed Won","36000.0","68","36","8"
"001F000001hTwrkIAC","EUREKA, INC,","0.833","2017-01-01","Green","0062A00000qlZAYQA2","2018-06-18","29","2019-02-25","7-Closed Won","","77","36","3"
"0012A00002BPi5nQAD","Eagle’s View Partners, Ltd.","1.250","2017-06-15","Green","0060Z00000uAB2tQAG","2019-10-07","294","2020-06-15","7-Closed Won","35000.0","121","36","12"
"0012A00001ty5UVQAY","SBI Holdings, Inc.","4.000","2017-04-12","Green","0060Z00000lfBSpQAM","2018-07-30","93","2019-04-08","7-Closed Won","","68","36","12"
"0012A000029WXtMQAW","Cummings Creative Group (CCG)","0.500","2018-07-27","Not Flagged this week","0060Z00000nAqe8QAC","2018-11-12","3","2019-07-22","7-Closed Won","","16","36","3"
"001F000001rxsf8IAA","NTT DATA CORPORATION","0.000","2017-02-06","None","0062A00000oGJ5sQAG","2017-10-16","0","2018-06-25","7-Closed Won","","36","36","0"
"0012A00002GQArBQAX","SUNTORY SYSTEM TECHNOLOGY LIMITED","4.333","2017-11-20","Yellow","0063q00000vsstRAAQ","2020-02-10","389","2020-10-19","7-Closed Won","68640.0","116","36","11"
"0012A00002BOvbqQAD","Ingram Content Group","1.916","2017-08-24","Yellow","0060Z00000ufg7LQAQ","2019-12-09","47","2020-08-17","8-Closed Lost","96000.0","120","36","12"
"0012A000022DvdNQAS","Beachbody","2.666","2017-08-01","Not Flagged this week","0062A00000ovzKoQAI","2017-11-20","72","2018-07-30","8-Closed Lost","","16","36","11"
"0012A00002Gq1UNQAZ","Lenovo Tecnologia do Brasil Ltda.","2.250","2018-03-13","Green","0060Z00000r0NVFQA2","2019-07-01","102","2020-03-09","7-Closed Won","40000.0","68","36","12"
"0010Z00001wpx5rQAA","HOKEN NO MADOGUCHI GROUP INC.","0.583","2018-08-10","Green","0060Z00000nLXksQAG","2018-11-26","28","2019-08-05","8-Closed Lost","","16","36","2"
"0010Z00001wq6UCQAY","SENSHUKAI CO., LTD.","3.083","2018-09-07","Green","0063q00000yAYUVAA4","2019-12-30","185","2020-09-07","7-Closed Won","176000.0","69","36","11"
"0010Z00001yW7REQA0","Catholic Education Diocese of Parramatta","1.000","2019-03-15","Green","0060Z00000riCTYQA2","2019-07-01","10","2020-03-09","7-Closed Won","25000.0","16","36","3"
"0012A000028ubUwQAI","ENGIE (France)","0.083","2017-06-15","None","0062A00000p0X1hQAE","2017-10-02","1","2018-06-11","8-Closed Lost","","16","36","0"
"0012A00002Fd5fUQAR","SupporterHub Pty Ltd.","0.000","2018-03-08","Yellow","0062A00000rnIYDQA2","2018-06-25","0","2019-03-04","8-Closed Lost","","16","36","0"
"0012A00002GR8CAQA1","JFE STEEL CORPORATION","20.416","2018-02-28","Green","0060Z00000r08b9QAA","2019-06-17","1073","2020-02-24","8-Closed Lost","","68","36","11"
"0010Z0000294M5sQAE","Dermalogica (UK) Ltd","2.083","2019-07-31","Green","0063q00000yAVAgAAO","2019-11-18","40","2020-07-27","8-Closed Lost","80782.39","16","36","6"
"0010Z000026AJAIQA4","BP Lubricants USA, Inc.","0.583","2018-12-31","Green","0060Z00000qKmTWQA0","2019-04-22","11","2019-12-30","7-Closed Won","","16","36","3"
"001F000001qli1KIAQ","OSAKA GAS CO., LTD.","4.250","2016-09-30","Green","0062A00000rUaxKQAS","2018-01-15","214","2018-09-24","7-Closed Won","","68","36","11"
"0012A00002JLYXYQA5","KYOTO UNIVERSITY","2.166","2018-03-20","Green","0062A00000rUMETQA4","2018-07-23","146","2019-04-01","7-Closed Won","","18","36","7"
"0010Z000025nanZQAQ","STRIPE INTERNATIONAL INC.","1.833","2019-10-01","Green","0060Z00000wWicsQAC","2020-01-20","651","2020-09-28","7-Closed Won","58500.0","16","36","1"
"0012A00002JKGnqQAH","Digitas DBA (m)PHASIZE","0.166","2018-09-14","Green","0060Z00000nMvtSQAS","2018-12-31","4","2019-09-09","8-Closed Lost","","16","36","0"
"001F000001oRC2TIAW","Realself, Inc.","0.000","2016-09-01","Not Flagged this week","0060Z00000nY28eQAC","2017-12-18","0","2018-08-27","8-Closed Lost","","68","36","0"
"0012A00002DHG1kQAH","TOKYO GAS CO., LTD.","1.416","2018-03-23","Yellow","0062A00000rUaozQAC","2018-07-09","26","2019-03-18","8-Closed Lost","","16","36","4"
"0012A00002IKZmvQAH","ALL NIPPON AIRWAYS CO., LTD.","1.916","2018-12-21","Green","0060Z00000qKmWYQA0","2019-04-08","148","2019-12-16","7-Closed Won","","16","36","3"
"0010Z000023kxLxQAI","Moss Affiliate Marketing","0.916","2018-11-09","Green","0060Z00000piGwBQAU","2020-03-02","15","2020-11-09","7-Closed Won","58900.0","69","36","5"
"0012A000027uD8LQAU","Peapod, LLC","1.250","2017-09-01","Grey","0060Z00000wXojYQAS","2019-12-23","16","2020-08-31","8-Closed Lost","86000.0","121","36","9"
"0012A00002GQuJ1QAL","DENTSU INC.","2.166","2019-03-27","Green","0060Z00000r0PzWQAU","2019-07-15","37","2020-03-23","7-Closed Won","36000.0","16","36","1"
"0012A000023tz52QAA","Spotcap Global Services GmbH","0.583","2017-03-31","None","0062A00000nUuewQAC","2017-07-10","13","2018-03-19","7-Closed Won","","15","36","1"
"0012A000022ADMGQA4","Western Asset Management Company, LLC","0.833","2017-05-30","Green","0060Z00000sYiCdQAK","2019-09-16","1","2020-05-25","7-Closed Won","25000.0","120","36","0"
"001F000001jWeOxIAK","Cedars-Sinai Medical Center","2.583","2018-01-15","Not Flagged this week","0062A00000qk5XLQAY","2018-05-07","68","2019-01-14","7-Closed Won","","16","36","12"
"0012A00002DmOwHQAV","JINS INC.","0.083","2018-01-31","Yellow","0060Z00000ouiGuQAI","2019-05-20","1","2020-01-27","8-Closed Lost","","68","36","1"
"001F000001tn533IAA","Acima Digital, LLC","3.250","2017-01-27","Green","0060Z00000ouir4QAA","2020-05-18","58","2021-01-25","7-Closed Won","62910.0","173","36","12"
"0012A000028tHe9QAE","Lendico Deutschland GmbH","0.250","2018-07-19","None","0060Z00000nBBcBQAW","2018-11-05","4","2019-07-15","7-Closed Won","","16","36","1"
"0012A000029xWDnQAM","G&F Financial Group","0.416","2018-01-01","Not Flagged this week","0062A00000qj5V6QAI","2018-04-23","17","2018-12-31","7-Closed Won","","16","36","1"
"001F000001qlPABIA2","Lincoln National Life Insurance Company","4.583","2017-06-16","Green","0060Z00000u9fcNQAQ","2019-10-07","83","2020-06-15","7-Closed Won","109724.8","121","36","12"
"0012A00002BOowxQAD","InfoLegale","2.916","2017-06-01","Green","0063q00000xoE1hAAE","2020-04-20","14","2020-12-28","7-Closed Won","17142.85","151","36","12"
"0010Z00002BjYqCQAV","PartsTrader Markets Limited","1.083","2019-11-29","Yellow","0063q00000vtqAiAAI","2021-03-22","3","2021-11-29","8-Closed Lost","99840.0","69","36","1"
"0012A00002Bvq64QAB","HONDA MOTOR CO., LTD.","8.500","2020-12-01","Green","0063q00000zKfMFAA0","2021-03-22","141","2021-11-29","7-Closed Won","174135.0","16","36","5"
"001F000001jWbU3IAK","Adobe, Inc.","5.166","2016-11-16","Green","0063q00000zKPlAAAW","2021-03-22","188","2021-11-29","7-Closed Won","217461.53","227","36","12"
"0013q00002FjHdGAAV","Spear Education LLC","1.583","2020-12-01","Green","0063q00000zJpXvAAK","2021-03-22","43","2021-11-29","7-Closed Won","16200.0","16","36","7"
"001F000001bToTSIA0","Forward Financing LLC","1.083","2015-12-01","Yellow","0063q00000zJvCNAA0","2021-03-22","0","2021-11-29","7-Closed Won","35587.5","277","36","12"
"0013q00002FsZbaAAF","Prime Planet Energy & Solutions, Inc.","0.666","2020-12-01","Green","0063q00000zJsyiAAC","2021-03-22","9","2021-11-29","8-Closed Lost","30937.5","16","36","0"
"0012A00002Dmqt4QAB","NITORI HOLDINGS CO.,LTD.","1.833","2019-12-02","Yellow","0063q00000zKDV3AAO","2021-03-22","127","2021-11-29","7-Closed Won","76500.0","68","36","12"
"0013q00002Eb2NIAAZ","Nippon Steel Stainless Steel Corporation","2.750","2020-12-01","Green","0063q00000zJwFyAAK","2021-03-22","87","2021-11-29","7-Closed Won","38626.88","16","36","9"
"0012A00001vAvSKQA0","Dollar Loan Center","1.000","2019-11-30","Green","0063q00000xrLkrAAE","2021-03-22","14","2021-11-29","7-Closed Won","48750.0","69","36","12"
"0013q00002Eb2s7AAB","Tabaqueira II, S.A.","2.333","2020-12-11","Green","0063q00000zK6QlAAK","2021-03-29","41","2021-12-06","7-Closed Won","31380.0","16","36","7"
"001F000001UpbP0IAJ","Trupanion, Inc.","1.916","2015-12-08","Green","0063q00000xo1ByAAI","2021-03-29","22","2021-12-06","7-Closed Won","45500.0","277","36","11"
"001F000001nuxnFIAQ","Permanent General Companies, Inc.","2.083","2017-12-08","Yellow","0063q00000yZrhCAAS","2021-03-29","3","2021-12-06","8-Closed Lost","129720.0","173","36","2"
"0012A000029yZIXQA2","TechnipFMC","5.916","2017-02-20","Green","0063q00000zK3nlAAC","2021-03-29","98","2021-12-06","7-Closed Won","247260.0","214","36","8"
"0010Z000024sf46QAA","Pencil and Pixel, Inc.","0.000","2018-12-07","Black","0060Z00000qKlLIQA0","2021-03-29","0","2021-12-06","8-Closed Lost","54400.0","121","36","0"
"001F000001oQKqGIAW","Detroit Tigers Inc","4.500","2017-12-08","Green","0060Z00000qKkFaQAK","2021-03-29","58","2021-12-06","7-Closed Won","100000.0","173","36","12"
"0012A00002JHhC5QAL","Nevada Nanotech Systems Inc","1.083","2018-06-08","Green","0060Z00000lfCVxQAM","2018-09-24","46","2019-06-03","8-Closed Lost","","16","36","7"
"0012A00002DJiyLQAT","TodayTix, Inc.","0.166","2017-10-31","Yellow","0062A00000pnQGyQAM","2019-02-18","0","2019-10-28","8-Closed Lost","","68","36","0"
"0012A00002E8xRmQAJ","Lucky's Market","1.000","2017-12-31","Green","0060Z00000qKmA4QAK","2019-04-22","47","2019-12-30","8-Closed Lost","","69","36","2"
"0012A000023rnugQAA","AmTrust Financial","0.250","2018-08-01","Not Flagged this week","0060Z00000nB4b6QAC","2018-11-19","0","2019-07-29","8-Closed Lost","","16","36","0"
"0012A000027rKSAQA2","GiXo Ltd.","1.416","2017-04-10","None","0062A00000nW0U6QAK","2017-07-31","192","2018-04-09","7-Closed Won","","16","36","5"
"0012A00002F26nBQAR","FAMILYMART CO., LTD.","2.000","2018-06-28","Green","0060Z00000lfU2EQAU","2018-10-15","65","2019-06-24","7-Closed Won","","16","36","12"
"001F000001mAprEIAS","TrueCar, Inc.","0.666","2016-09-30","Not Flagged this week","0062A00000rUaxAQAS","2018-01-15","13","2018-09-24","8-Closed Lost","","68","36","2"
"0012A00002GmcVgQAJ","SEPTENI CO., LTD.","1.583","2018-05-14","Green","0060Z00000lfB62QAE","2018-09-03","34","2019-05-13","7-Closed Won","","16","36","11"
"0012A00002GR8IrQAL","Kirin Holdings Company, Limited","7.083","2017-12-28","Green","0063q00000xoUgXAAU","2020-04-20","441","2020-12-28","7-Closed Won","152064.0","121","36","12"
"0012A00002EACx8QAH","W2O Group","1.250","2018-08-31","Green","0063q00000vuNYUAA2","2019-12-23","64","2020-08-31","8-Closed Lost","65130.0","69","36","5"
"0012A00002DK8KFQA1","COMICSMART INC.","1.166","2018-04-09","Green","0062A00000rVHTDQA4","2018-07-30","13","2019-04-08","7-Closed Won","","16","36","12"
"001F000001lVivpIAC","New Relic, Inc.","0.000","2013-11-18","Red","0060Z00000piyhqQAA","2019-01-28","0","2019-10-07","8-Closed Lost","","271","36","0"
"0010Z00002CXdnpQAD","Punchh Inc","1.666","2020-01-31","Grey","0063q00000xqe2LAAQ","2020-05-18","43","2021-01-25","8-Closed Lost","100000.0","16","36","0"
"0012A00002IHZX0QAP","JAPAN AIRLINES CO.,LTD.","0.833","2018-05-11","Green","0060Z00000lfBMSQA2","2018-08-27","14","2019-05-06","8-Closed Lost","","16","36","1"
"001F000001lY8KrIAK","Elevate Credit International Limited","0.333","2018-05-25","Green","0060Z00000lfCfUQAU","2018-10-15","22","2019-06-24","7-Closed Won","","21","36","1"
"0012A00002Gmd7tQAB","YANMAR INFORMATION SYSTEM SERVICE CO., LTD.","1.083","2019-02-01","Green","0060Z00000oumjxQAA","2019-05-20","26","2020-01-27","7-Closed Won","","16","36","5"
"0010Z00001wwRkSQAU","La Vanguardia","0.666","2018-08-20","Green","0060Z00000nB4PGQA0","2018-12-10","9","2019-08-19","8-Closed Lost","","16","36","0"
"0012A00002DmPvMQAV","Cebu Air, Inc","1.250","2018-01-30","Not Flagged this week","0062A00000qkROcQAM","2018-05-21","11","2019-01-28","7-Closed Won","","16","36","4"
"001F000001mFmMZIA0","Cognition Financial","0.666","2016-11-01","Not Flagged this week","0062A00000rUay8QAC","2018-02-19","8","2018-10-29","7-Closed Won","","68","36","0"
"0012A00002BOWRCQA5","InstaMed","0.666","2019-02-01","Green","0060Z00000ouk40QAA","2019-05-20","18","2020-01-27","7-Closed Won","","16","36","2"
"0010Z000023k6YHQAY","LION CORPORATION","2.666","2018-10-10","Green","0060Z00000wWXEBQA4","2020-01-20","203","2020-09-28","7-Closed Won","60000.0","67","36","10"
"0012A00002Fdf4XQAR","Tableau Software, Inc.","0.583","2017-10-30","Not Flagged this week","0060Z00000ojY6nQAE","2018-02-19","16","2018-10-29","7-Closed Won","","16","36","5"
"0012A0000205TuUQAU","RENAISSANCE,INCORPORATED","0.000","2017-06-01","Yellow","0060Z00000lfCYDQA2","2018-09-17","0","2019-05-27","7-Closed Won","","68","36","0"
"0012A00002DHWJ0QAP","Taralite","1.250","2018-08-13","Not Flagged this week","0060Z00000nLXVeQAO","2018-12-03","72","2019-08-12","8-Closed Lost","","16","36","9"
"001F000001nwBWtIAM","transcosmos inc.","11.833","2017-02-01","Green","0062A00000qkVaFQAU","2018-05-21","325","2019-01-28","7-Closed Won","","68","36","12"
"0012A00002JKz7bQAD","MYNET INC.","1.916","2018-12-14","Green","0060Z00000qKlUlQAK","2019-04-01","27","2019-12-09","8-Closed Lost","","16","36","2"
"0010Z000023jmxnQAA","Teleperformance Andean","3.083","2019-02-11","Green","0060Z00000oulqbQAA","2019-06-03","64","2020-02-10","8-Closed Lost","","16","36","8"
"001F000001RZ5YPIA1","Maestro Consulting Services, LLC.","0.666","2017-01-27","Not Flagged this week","0060Z00000ouhz7QAA","2018-05-14","2","2019-01-21","7-Closed Won","","68","36","3"
"001F000001akIaPIAU","Farmers Insurance Exchange","0.000","2016-04-06","Green","0062A00000rVRaOQAW","2019-07-29","0","2020-04-06","7-Closed Won","145008.0","173","36","0"
"0012A00002HSp9QQAT","iPipeline Inc","0.500","2018-05-01","Green","0060Z00000lfApmQAE","2018-08-20","4","2019-04-29","8-Closed Lost","","16","36","0"
"0012A00002DmefLQAR","HomeLight, Inc.","1.750","2017-09-30","Green","0062A00000plXKBQA2","2018-01-15","96","2018-09-24","7-Closed Won","","16","36","10"
"0010Z00001yVn5LQAS","ITEL Laboratories, Inc.","0.083","2018-07-31","Yellow","0060Z00000nAwflQAC","2018-11-19","7","2019-07-29","8-Closed Lost","","16","36","1"
"0012A000029UYesQAG","DM Analytics","0.833","2017-11-10","Not Flagged this week","0062A00000qiX1EQAU","2018-02-26","12","2018-11-05","7-Closed Won","","16","36","8"
"0012A000029TdvuQAC","Greenspring Associates","0.500","2017-07-17","Green","0060Z00000lfB1YQAU","2018-11-05","33","2019-07-15","7-Closed Won","","68","36","3"
"0012A00002CpZVWQA3","LIFULL CO., LTD.","1.833","2017-06-26","Green","0060Z00000uAZ9xQAG","2019-10-14","203","2020-06-22","8-Closed Lost","53250.0","120","36","11"
"0010Z000023k6TYQAY","SEKISUI CHEMICAL CO., LTD.","2.083","2019-06-21","Green","0060Z00000uAPC9QAO","2019-10-07","262","2020-06-15","7-Closed Won","58500.0","16","36","9"
"0012A000023s1wqQAA","World Vision Inc","1.583","2019-12-23","Green","0063q00000xoZtDAAU","2020-04-13","27","2020-12-21","7-Closed Won","52000.0","16","36","7"
"0012A00002KmFdLQAV","TEIJIN PHARMA LTD.","0.000","2018-03-30","Yellow","0062A00000rUsHEQA0","2018-07-16","0","2019-03-25","7-Closed Won","","16","36","0"
"0010Z000028mNOsQAM","RAKSUL INC.","1.166","2019-08-21","Green","0060Z00000saI9fQAE","2020-03-09","76","2020-11-16","7-Closed Won","46500.0","29","36","9"
"0012A00002GNdy0QAD","Reckitt Benckiser","2.750","2018-11-22","Green","0063q00000yAKjeAAG","2020-03-09","4484","2020-11-16","8-Closed Lost","150000.0","68","36","12"
"0012A00002GQArBQAX","SUNTORY SYSTEM TECHNOLOGY LIMITED","3.583","2017-11-20","Green","0060Z00000ouiZVQAY","2018-06-11","114","2019-02-18","7-Closed Won","","29","36","12"
"0010Z000025kLF8QAM","PT Berlian Sistem Informasi","1.416","2019-02-28","Green","0060Z00000r0BaYQAU","2019-06-17","129","2020-02-24","7-Closed Won","","16","36","11"
"001F000001jXe1cIAC","CorVel Corporation","1.166","2017-07-31","Green","0060Z00000sZZZgQAO","2019-11-18","3","2020-07-27","7-Closed Won","52200.0","120","36","1"
"001F000001tn533IAA","Acima Digital, LLC","3.083","2017-01-27","Not Flagged this week","0060Z00000ouhxQQAQ","2018-05-14","212","2019-01-21","7-Closed Won","","68","36","12"
"0010Z000023rm80QAA","MYNAVI CORPORATION","2.416","2019-02-01","Green","0060Z00000ouj8qQAA","2019-05-20","49","2020-01-27","7-Closed Won","","16","36","5"
"0010Z0000269x87QAA","TDSE. Inc","1.250","2019-02-01","Green","0060Z00000ouj8lQAA","2019-05-20","22","2020-01-27","7-Closed Won","","16","36","4"
"0010Z000022yglRQAQ","UBE INDUSTRIES, LTD.","1.500","2018-08-07","Green","0060Z00000nB4d7QAC","2018-11-26","120","2019-08-05","7-Closed Won","","16","36","11"
"0010Z00001wpx53QAA","SANSAN, INC.","2.250","2018-06-18","Green","0060Z00000uAPCTQA4","2019-10-07","20","2020-06-15","7-Closed Won","36000.0","68","36","12"
"0010Z000028mNgBQAU","CHUBU Electric Power Co.,Inc.","1.250","2019-09-11","Green","0060Z00000ufi8nQAA","2019-12-30","61","2020-09-07","7-Closed Won","46500.0","16","36","6"
"0012A00002GoZ2iQAF","StoryFit Inc.","1.166","2017-12-31","Green","0060Z00000qKluRQAS","2019-04-22","37","2019-12-30","7-Closed Won","","69","36","6"
"0012A000029yeLjQAI","United Educators","0.000","2017-10-31","Green","0060Z00000pRiWtQAK","2019-02-18","0","2019-10-28","7-Closed Won","","68","36","0"
"0012A000029VELNQA4","FinFit, LLC","1.333","2017-06-19","Not Flagged this week","0060Z00000lfTzNQAU","2018-10-08","20","2019-06-17","7-Closed Won","","68","36","10"
"0012A00002K6p1CQAR","E. DESIGN INSURANCE CO., LTD.","0.166","2018-04-01","Green","0060Z00000ri9QeQAI","2019-07-22","3","2020-03-30","7-Closed Won","36000.0","69","36","0"
"001F000001qli1KIAQ","OSAKA GAS CO., LTD.","3.333","2016-09-30","Green","0060Z00000ri9IkQAI","2019-07-22","664","2020-03-30","7-Closed Won","111000.0","147","36","11"
"001F000001jXrO1IAK","Daimler Trucks North America LLC","2.916","2018-03-01","Green","0060Z00000qKlpJQAS","2019-06-17","46","2020-02-24","8-Closed Lost","","68","36","12"
"0012A00002IKEZQQA5","Suppliercard Administradora de Cartões S/A","1.333","2018-12-15","Green","0063q00000xpk2JAAQ","2020-04-20","12","2020-12-28","7-Closed Won","43294.12","71","36","6"
"0012A00002GmN2rQAF","CU Direct","1.083","2018-02-01","Not Flagged this week","0062A00000qkYGcQAM","2018-05-21","15","2019-01-28","8-Closed Lost","","16","36","2"
"0012A000022ADMGQA4","Western Asset Management Company, LLC","2.833","2017-05-30","Not Flagged this week","0060Z00000lfU19QAE","2018-09-17","48","2019-05-27","7-Closed Won","","68","36","7"
